ip开始地址,ip结束地址,国家,省,市,地区,,
222.134.64.0,222.134.79.255,中国,山东省,淄博市,网通,,
222.134.80.0,222.134.80.3,中国,山东省,淄博市,周村区联众网吧,,
222.134.80.4,222.134.80.31,中国,山东省,淄博市,网通,,
222.134.80.32,222.134.80.35,中国,山东省,淄博市,周村区火旋风网吧,,
222.134.80.36,222.134.80.51,中国,山东省,淄博市,网通,,
222.134.80.52,222.134.80.55,中国,山东省,淄博市,周村区雷霆网吧,,
222.134.80.56,222.134.80.95,中国,山东省,淄博市,网通,,
222.134.80.96,222.134.80.99,中国,山东省,淄博市,周村区经纬网吧,,
222.134.80.100,222.134.80.107,中国,山东省,淄博市,网通,,
222.134.80.108,222.134.80.111,中国,山东省,淄博市,周村区乐游网吧,,
222.134.80.112,222.134.81.31,中国,山东省,淄博市,网通,,
222.134.81.32,222.134.81.39,中国,山东省,淄博市,丝绸纺织职业学院,,
222.134.81.40,222.134.88.115,中国,山东省,淄博市,网通,,
222.134.88.116,222.134.88.119,中国,山东省,淄博市,索镇新感觉网吧,,
222.134.88.120,222.134.88.147,中国,山东省,淄博市,网通,,
222.134.88.148,222.134.88.151,中国,山东省,淄博市,自由人网吧,,
222.134.88.152,222.134.95.7,中国,山东省,淄博市,网通,,
222.134.95.8,222.134.95.11,中国,山东省,淄博市,高青县实验中学,,
222.134.95.12,222.134.127.255,中国,山东省,淄博市,网通,,
222.134.128.0,222.134.128.3,中国,山东省,淄博市,冲浪者网吧,,
222.134.128.4,222.134.128.27,中国,山东省,淄博市,网通,,
222.134.128.28,222.134.128.31,中国,山东省,淄博市,飞天网吧,,
222.134.128.32,222.134.159.255,中国,山东省,淄博市,网通,,
222.134.160.0,222.134.191.255,中国,山东省,枣庄市,网通,,
222.134.192.0,222.134.192.255,中国,山东省,莱芜市,网通,,
222.134.193.0,222.134.193.63,中国,山东省,莱芜市,金利达网吧,,
222.134.193.64,222.134.194.63,中国,山东省,莱芜市,网通,,
222.134.194.64,222.134.194.127,中国,山东省,莱芜市,百灵网吧,,
222.134.194.128,222.134.200.63,中国,山东省,莱芜市,网通,,
222.134.200.64,222.134.200.127,中国,山东省,莱芜市,新时代网吧,,
222.134.200.128,222.134.201.63,中国,山东省,莱芜市,网通,,
222.134.201.64,222.134.201.127,中国,山东省,莱芜市,非常网吧,,
222.134.201.128,222.134.202.63,中国,山东省,莱芜市,网通,,
222.134.202.64,222.134.202.127,中国,山东省,莱芜市,环球网吧,,
222.134.202.128,222.134.203.63,中国,山东省,莱芜市,网通,,
222.134.203.64,222.134.203.127,中国,山东省,莱芜市,金百科网吧,,
222.134.203.128,222.134.204.63,中国,山东省,莱芜市,网通,,
222.134.204.64,222.134.204.127,中国,山东省,莱芜市,贵和网吧,,
222.134.204.128,222.134.205.63,中国,山东省,莱芜市,网通,,
222.134.205.64,222.134.205.127,中国,山东省,莱芜市,新起点网吧,,
222.134.205.128,222.134.206.63,中国,山东省,莱芜市,网通,,
222.134.206.64,222.134.206.127,中国,山东省,莱芜市,大鹏网吧,,
222.134.206.128,222.134.206.191,中国,山东省,莱芜市,莱芜宾馆,,
222.134.206.192,222.134.206.255,中国,山东省,莱芜市,网通,,
222.134.207.0,222.134.207.63,中国,山东省,莱芜市,赛特网吧,,
222.134.207.64,222.134.207.95,中国,山东省,莱芜市,财政局,,
222.134.207.96,222.134.207.103,中国,山东省,莱芜市,中国石化,,
222.134.207.104,222.134.207.255,中国,山东省,莱芜市,网通,,
222.134.208.0,222.134.208.63,中国,山东省,莱芜市,华星网吧,,
222.134.208.64,222.134.208.127,中国,山东省,莱芜市,钢城网络文化中心,,
222.134.208.128,222.134.208.191,中国,山东省,莱芜市,银河网吧,,
222.134.208.192,222.134.208.255,中国,山东省,莱芜市,世纪网吧,,
222.134.209.0,222.134.209.63,中国,山东省,莱芜市,晓霞网吧,,
222.134.209.64,222.134.209.127,中国,山东省,莱芜市,建新网吧,,
222.134.209.128,222.134.209.255,中国,山东省,莱芜市,志新网吧,,
222.134.210.0,222.134.220.63,中国,山东省,莱芜市,网通,,
222.134.220.64,222.134.220.127,中国,山东省,莱芜市,爱书人网吧,,
222.134.220.128,222.134.223.255,中国,山东省,莱芜市,网通,,
222.134.224.0,222.134.255.255,中国,山东省,东营市,网通,,
222.135.0.0,222.135.127.255,中国,山东省,威海市,网通,,
222.135.128.0,222.135.147.255,中国,山东省,烟台市,网通,,
222.135.148.0,222.135.151.255,中国,山东省,济宁市,网通,,
222.135.152.0,222.135.159.255,中国,山东省,济南市,网通,,
222.135.160.0,222.135.167.255,中国,山东省,青岛市,网通,,
222.135.168.0,222.135.175.255,中国,山东省,东营市,网通,,
222.135.176.0,222.135.176.255,中国,山东省,青岛市,网通,,
222.135.177.0,222.135.177.255,中国,山东省,烟台市,网通,,
222.135.178.0,222.135.178.255,中国,山东省,威海市,网通,,
222.135.179.0,222.135.179.255,中国,山东省,潍坊市,网通,,
222.135.180.0,222.135.191.255,中国,山东省,,网通,,
222.135.192.0,222.135.223.255,中国,山东省,菏泽市,网通,,
222.135.224.0,222.135.255.255,中国,山东省,济南市,网通,,
222.136.0.0,222.136.27.255,中国,河南省,焦作市,网通,,
222.136.28.0,222.136.31.255,中国,河南省,焦作市,河南理工大学,,
222.136.32.0,222.136.63.255,中国,河南省,焦作市,网通,,
222.136.64.0,222.136.127.255,中国,河南省,濮阳市,网通,,
222.136.128.0,222.136.191.255,中国,河南省,周口市,网通,,
222.136.192.0,222.136.239.255,中国,河南省,平顶山市,网通,,
222.136.240.0,222.136.255.255,中国,河南省,鹤壁市,网通,,
222.137.0.0,222.137.255.255,中国,河南省,郑州市,网通,,
222.138.0.0,222.138.63.255,中国,河南省,驻马店市,网通,,
222.138.64.0,222.138.127.255,中国,河南省,开封市,网通,,
222.138.128.0,222.138.191.255,中国,河南省,商丘市,网通,,
222.138.192.0,222.138.255.255,中国,河南省,洛阳市,网通,,
222.139.0.0,222.139.127.255,中国,河南省,安阳市,网通,,
222.139.128.0,222.139.191.255,中国,河南省,新乡市,网通,,
222.139.192.0,222.139.255.255,中国,河南省,南阳市,网通,,
222.140.0.0,222.140.63.255,中国,河南省,许昌市,网通,,
222.140.64.0,222.140.127.255,中国,河南省,济源市,网通,,
222.140.128.0,222.140.191.255,中国,河南省,信阳市,网通,,
222.140.192.0,222.140.255.255,中国,河南省,焦作市,网通,,
222.141.0.0,222.141.63.255,中国,河南省,洛阳市,网通,,
222.141.64.0,222.141.127.255,中国,河南省,鹤壁市,网通,,
222.141.128.0,222.141.191.255,中国,河南省,驻马店市,网通,,
222.141.192.0,222.141.223.255,中国,河南省,漯河市,网通,,
222.141.224.0,222.141.255.255,中国,河南省,郑州市,网通,,
222.142.0.0,222.142.44.255,中国,河南省,新乡市,网通,,
222.142.45.0,222.142.111.255,中国,河南省,平顶山市,网通,,
222.142.112.0,222.142.149.255,中国,河南省,三门峡市,网通,,
222.142.150.0,222.142.150.255,中国,河南省,郑州市,网通,,
222.142.151.0,222.142.167.255,中国,河南省,三门峡市,网通,,
222.142.168.0,222.142.195.255,中国,河南省,南阳市,网通,,
222.142.196.0,222.142.211.255,中国,河南省,,网通,,
222.142.212.0,222.142.223.255,中国,河南省,商丘市,网通,,
222.142.224.0,222.142.255.255,中国,河南省,,网通,,
222.143.0.0,222.143.255.255,中国,河南省,郑州市,网通,,
222.144.0.0,222.151.255.255,日本,,,,,
222.152.0.0,222.155.255.255,新西兰,,,,,
222.156.0.0,222.157.255.255,中国,台湾省,,亚太线上网络,,
222.158.0.0,222.159.255.255,日本,,,,,
222.160.0.0,222.160.63.255,中国,吉林省,四平市,网通,,
222.160.64.0,222.160.79.255,中国,吉林省,松原市,网通,,
222.160.80.0,222.160.111.255,中国,吉林省,辽源市,网通,,
222.160.112.0,222.160.191.255,中国,吉林省,通化市,网通,,
222.160.192.0,222.160.239.255,中国,吉林省,白城市,网通,,
222.160.240.0,222.160.255.255,中国,吉林省,松原市,网通,,
222.161.0.0,222.161.15.255,中国,吉林省,延吉市,网通,,
222.161.16.0,222.161.19.255,中国,吉林省,,网通,,
222.161.20.0,222.161.105.255,中国,吉林省,长春市,网通,,
222.161.106.0,222.161.113.255,中国,吉林省,辽源市,网通,,
222.161.114.0,222.161.119.255,中国,吉林省,白山市,网通,,
222.161.120.0,222.161.127.255,中国,吉林省,白城市,网通,,
222.161.128.0,222.161.191.255,中国,吉林省,延边州,网通,,
222.161.192.0,222.161.255.255,中国,吉林省,,网通,,
222.162.0.0,222.162.47.255,中国,吉林省,白山市,网通,,
222.162.48.0,222.162.67.255,中国,吉林省,,网通,,
222.162.68.0,222.162.146.255,中国,吉林省,延边州,网通,,
222.162.147.0,222.162.167.255,中国,吉林省,,网通,,
222.162.168.0,222.162.255.255,中国,吉林省,吉林市,网通,,
222.163.0.0,222.163.23.255,中国,吉林省,延边州,网通,,
222.163.24.0,222.163.24.255,中国,吉林省,长春市,网通,,
222.163.25.0,222.163.26.255,中国,吉林省,白山市,网通,,
222.163.27.0,222.163.27.255,中国,吉林省,延边州,网通,,
222.163.28.0,222.163.63.255,中国,吉林省,通化市,网通,,
222.163.64.0,222.163.127.255,中国,吉林省,,网通,,
222.163.128.0,222.163.143.255,中国,吉林省,白城市,网通,,
222.163.144.0,222.163.236.255,中国,吉林省,,网通,,
222.163.237.0,222.163.255.255,中国,吉林省,白山市,网通,,
222.164.0.0,222.165.127.255,新加坡,,,,,
222.165.128.0,222.165.191.255,斯里兰卡,,,,,
222.165.192.0,222.165.255.255,,,,亚洲网络信息中心,,
222.166.0.0,222.167.255.255,中国,香港特别行政区,,,,
222.168.0.0,222.168.95.255,中国,吉林省,长春市,电信,,
222.168.96.0,222.168.159.255,中国,吉林省,吉林市,电信,,
222.168.160.0,222.168.223.255,中国,吉林省,四平市,电信,,
222.168.224.0,222.168.255.255,中国,吉林省,通化市,电信,,
222.169.0.0,222.169.47.255,中国,吉林省,延吉市,电信,,
222.169.48.0,222.169.79.255,中国,吉林省,松原市,电信,,
222.169.80.0,222.169.111.255,中国,吉林省,辽源市,电信,,
222.169.112.0,222.169.127.255,中国,吉林省,白城市,电信,,
222.169.128.0,222.169.143.255,中国,吉林省,吉林市,电信,,
222.169.144.0,222.169.169.255,中国,吉林省,白山市,电信,,
222.169.170.0,222.169.223.255,中国,吉林省,长春市,电信,,
222.169.224.0,222.169.255.255,中国,吉林省,,电信,,
222.170.0.0,222.170.31.255,中国,黑龙江省,齐齐哈尔市,电信,,
222.170.32.0,222.170.63.255,中国,黑龙江省,牡丹江市,电信,,
222.170.64.0,222.170.71.255,中国,黑龙江省,大庆市,电信,,
222.170.72.0,222.170.95.255,中国,黑龙江省,哈尔滨市,电信,,
222.170.96.0,222.170.127.255,中国,黑龙江省,佳木斯市,电信,,
222.170.128.0,222.170.143.255,中国,黑龙江省,绥化市,电信,,
222.170.144.0,222.170.159.255,中国,黑龙江省,鸡西市,电信,,
222.170.160.0,222.170.174.111,中国,黑龙江省,伊春市,电信,,
222.170.174.112,222.170.174.127,中国,黑龙江省,伊春市,嘉荫县大胜网吧,,
222.170.174.128,222.170.175.255,中国,黑龙江省,伊春市,电信,,
222.170.176.0,222.170.191.255,中国,黑龙江省,鹤岗市,电信,,
222.170.192.0,222.170.207.255,中国,黑龙江省,双鸭山市,电信,,
222.170.208.0,222.170.223.255,中国,黑龙江省,七台河市,电信,,
222.170.224.0,222.170.239.255,中国,黑龙江省,黑河市,电信,,
222.170.240.0,222.170.255.255,中国,黑龙江省,大兴安岭地区,电信,,
222.171.0.0,222.171.191.255,中国,黑龙江省,哈尔滨市,电信,,
222.171.192.0,222.171.193.255,中国,黑龙江省,佳木斯市,电信,,
222.171.194.0,222.171.255.255,中国,黑龙江省,哈尔滨市,电信,,
222.172.0.0,222.172.7.255,中国,黑龙江省,牡丹江市,电信,,
222.172.8.0,222.172.15.255,中国,黑龙江省,绥化市,电信,,
222.172.16.0,222.172.31.255,中国,黑龙江省,牡丹江市,电信,,
222.172.32.0,222.172.34.255,中国,黑龙江省,黑河市,电信,,
222.172.35.0,222.172.39.255,中国,黑龙江省,,电信,,
222.172.40.0,222.172.43.255,中国,黑龙江省,鸡西市,电信,,
222.172.44.0,222.172.47.255,中国,黑龙江省,,电信,,
222.172.48.0,222.172.87.255,中国,黑龙江省,哈尔滨市,电信,,
222.172.88.0,222.172.95.255,中国,黑龙江省,伊春市,电信,,
222.172.96.0,222.172.127.255,中国,黑龙江省,哈尔滨市,电信,,
222.172.128.0,222.172.255.255,中国,云南省,昆明市,电信,,
222.173.0.0,222.173.63.255,中国,山东省,济南市,电信,,
222.173.64.0,222.173.89.7,中国,山东省,青岛市,电信,,
222.173.89.8,222.173.89.11,中国,山东省,青岛市,胶州市城市之光网吧,,
222.173.89.12,222.173.89.15,中国,山东省,青岛市,胶州市金金日网吧,,
222.173.89.16,222.173.89.19,中国,山东省,青岛市,电信,,
222.173.89.20,222.173.89.23,中国,山东省,青岛市,胶州市蓝精灵网吧,,
222.173.89.24,222.173.89.51,中国,山东省,青岛市,电信,,
222.173.89.52,222.173.89.55,中国,山东省,青岛市,胶州市怡人网吧,,
222.173.89.56,222.173.89.87,中国,山东省,青岛市,电信,,
222.173.89.88,222.173.89.91,中国,山东省,青岛市,胶州市金幸福网吧,,
222.173.89.92,222.173.89.99,中国,山东省,青岛市,电信,,
222.173.89.100,222.173.89.103,中国,山东省,青岛市,胶州市虚拟空间网吧,,
222.173.89.104,222.173.89.143,中国,山东省,青岛市,电信,,
222.173.89.144,222.173.89.147,中国,山东省,青岛市,胶州市伊妹儿网吧,,
222.173.89.148,222.173.127.255,中国,山东省,青岛市,电信,,
222.173.128.0,222.173.159.255,中国,山东省,济宁市,电信,,
222.173.160.0,222.173.191.255,中国,山东省,潍坊市,电信,,
222.173.192.0,222.173.223.255,中国,山东省,烟台市,电信,,
222.173.224.0,222.173.255.255,中国,山东省,淄博市,电信,,
222.174.0.0,222.174.24.7,中国,山东省,泰安市,电信,,
222.174.24.8,222.174.24.11,中国,山东省,泰安市,肥城金鹰网吧,,
222.174.24.12,222.174.31.255,中国,山东省,泰安市,电信,,
222.174.32.0,222.174.63.255,中国,山东省,德州市,电信,,
222.174.64.0,222.174.95.255,中国,山东省,菏泽市,电信,,
222.174.96.0,222.174.127.255,中国,山东省,东营市,电信,,
222.174.128.0,222.174.159.255,中国,山东省,日照市,电信,,
222.174.160.0,222.174.191.255,中国,山东省,临沂市,电信,,
222.174.192.0,222.174.223.255,中国,山东省,威海市,电信,,
222.174.224.0,222.174.255.255,中国,山东省,滨州市,电信,,
222.175.0.0,222.175.23.19,中国,山东省,聊城市,电信,,
222.175.23.20,222.175.23.23,中国,山东省,聊城市,超级网吧,,
222.175.23.24,222.175.31.255,中国,山东省,聊城市,电信,,
222.175.32.0,222.175.50.99,中国,山东省,枣庄市,电信,,
222.175.50.100,222.175.50.103,中国,山东省,滕州市,海特网吧,,
222.175.50.104,222.175.50.113,中国,山东省,枣庄市,电信,,
222.175.50.114,222.175.50.117,中国,山东省,滕州市,大森林网吧,,
222.175.50.118,222.175.63.255,中国,山东省,枣庄市,电信,,
222.175.64.0,222.175.95.255,中国,山东省,莱芜市,电信,,
222.175.96.0,222.175.96.255,中国,山东省,济南市,历城金色时空网吧,,
222.175.97.0,222.175.104.255,中国,山东省,济南市,电信,,
222.175.105.0,222.175.105.63,中国,山东省,济南市,新译网吧,,
222.175.105.64,222.175.136.255,中国,山东省,济南市,电信,,
222.175.137.0,222.175.137.127,中国,山东省,济南市,天桥区鸿宇网吧,,
222.175.137.128,222.175.159.255,中国,山东省,济南市,电信,,
222.175.160.0,222.175.191.255,中国,山东省,济宁市,电信,,
222.175.192.0,222.175.223.255,中国,山东省,威海市,电信,,
222.175.224.0,222.175.255.255,中国,山东省,日照市,电信,,
222.176.0.0,222.177.87.255,中国,重庆市,,电信,,
222.177.88.0,222.177.95.255,中国,重庆市,,电信,,
222.177.96.0,222.177.111.255,中国,重庆市,,电信,,
222.177.112.0,222.177.119.255,中国,重庆市,,电信,,
222.177.120.0,222.177.175.255,中国,重庆市,,电信,,
222.177.176.0,222.177.183.255,中国,重庆市,,电信,,
222.177.184.0,222.177.199.255,中国,重庆市,,电信,,
222.177.200.0,222.177.203.255,中国,重庆市,,电信,,
222.177.204.0,222.177.255.255,中国,重庆市,,电信,,
222.178.0.0,222.178.15.255,中国,重庆市,,电信,,
222.178.16.0,222.178.31.255,中国,重庆市,,电信,,
222.178.32.0,222.178.39.255,中国,重庆市,,电信,,
222.178.40.0,222.178.47.255,中国,重庆市,,电信,,
222.178.48.0,222.178.55.255,中国,重庆市,,电信,,
222.178.56.0,222.178.63.255,中国,重庆市,,电信,,
222.178.64.0,222.178.71.255,中国,重庆市,,电信,,
222.178.72.0,222.178.79.255,中国,重庆市,,电信,,
222.178.80.0,222.178.86.229,中国,重庆市,,电信,,
222.178.86.230,222.178.86.236,中国,重庆市,,网宿科技发展有限公司,,
222.178.86.237,222.178.87.192,中国,重庆市,,电信,,
222.178.87.193,222.178.87.206,中国,重庆市,,网宿科技发展有限公司,,
222.178.87.207,222.178.87.255,中国,重庆市,,电信,,
222.178.88.0,222.178.151.255,中国,重庆市,,电信,,
222.178.152.0,222.178.159.255,中国,重庆市,,电信,,
222.178.160.0,222.178.175.255,中国,重庆市,,电信,,
222.178.176.0,222.178.183.255,中国,重庆市,,电信,,
222.178.184.0,222.178.215.255,中国,重庆市,,电信,,
222.178.216.0,222.178.223.255,中国,重庆市,,电信,,
222.178.224.0,222.179.55.255,中国,重庆市,,电信,,
222.179.56.0,222.179.63.255,中国,重庆市,,电信,,
222.179.64.0,222.179.87.255,中国,重庆市,,电信,,
222.179.88.0,222.179.95.255,中国,重庆市,,电信,,
222.179.96.0,222.179.111.255,中国,重庆市,,电信,,
222.179.112.0,222.179.119.255,中国,重庆市,,电信,,
222.179.120.0,222.179.143.255,中国,重庆市,,电信,,
222.179.144.0,222.179.151.255,中国,重庆市,,电信,,
222.179.152.0,222.179.183.255,中国,重庆市,,电信,,
222.179.184.0,222.179.191.255,中国,重庆市,,电信,,
222.179.192.0,222.179.215.255,中国,重庆市,,电信,,
222.179.216.0,222.179.223.255,中国,重庆市,,电信,,
222.179.224.0,222.179.231.255,中国,重庆市,,电信,,
222.179.232.0,222.179.239.255,中国,重庆市,,电信,,
222.179.240.0,222.179.247.255,中国,重庆市,,电信,,
222.179.248.0,222.179.255.255,中国,重庆市,,电信,,
222.180.0.0,222.180.7.255,中国,重庆市,,电信,,
222.180.8.0,222.180.15.255,中国,重庆市,,电信,,
222.180.16.0,222.180.31.255,中国,重庆市,,电信,,
222.180.32.0,222.180.39.255,中国,重庆市,,电信,,
222.180.40.0,222.180.47.255,中国,重庆市,,电信,,
222.180.48.0,222.180.55.255,中国,重庆市,,电信,,
222.180.56.0,222.180.63.255,中国,重庆市,,电信,,
222.180.64.0,222.180.79.255,中国,重庆市,,电信,,
222.180.80.0,222.180.95.255,中国,重庆市,,电信,,
222.180.96.0,222.180.103.255,中国,重庆市,,电信,,
222.180.104.0,222.180.111.255,中国,重庆市,,电信,,
222.180.112.0,222.180.119.255,中国,重庆市,,电信,,
222.180.120.0,222.180.159.255,中国,重庆市,,电信,,
222.180.160.0,222.180.167.255,中国,重庆市,,电信,,
222.180.168.0,222.180.175.255,中国,重庆市,,电信,,
222.180.176.0,222.180.199.255,中国,重庆市,,电信,,
222.180.200.0,222.180.211.255,中国,重庆市,,电信,,
222.180.212.0,222.180.221.255,中国,重庆市,,电信,,
222.180.222.0,222.180.231.255,中国,重庆市,,电信,,
222.180.232.0,222.180.247.255,中国,重庆市,,电信,,
222.180.248.0,222.180.255.255,中国,重庆市,,电信,,
222.181.0.0,222.181.7.255,中国,重庆市,,电信,,
222.181.8.0,222.181.15.255,中国,重庆市,,电信,,
222.181.16.0,222.181.31.255,中国,重庆市,,电信,,
222.181.32.0,222.181.47.255,中国,重庆市,,电信,,
222.181.48.0,222.181.51.255,中国,重庆市,,电信,,
222.181.52.0,222.181.63.255,中国,重庆市,,电信,,
222.181.64.0,222.181.73.255,中国,重庆市,,电信,,
222.181.74.0,222.181.79.255,中国,重庆市,,电信,,
222.181.80.0,222.181.87.255,中国,重庆市,,电信,,
222.181.88.0,222.181.135.255,中国,重庆市,,电信,,
222.181.136.0,222.181.159.255,中国,重庆市,,电信,,
222.181.160.0,222.181.175.255,中国,重庆市,,电信,,
222.181.176.0,222.181.187.255,中国,重庆市,,电信,,
222.181.188.0,222.181.191.255,中国,重庆市,,电信,,
222.181.192.0,222.181.215.255,中国,重庆市,,电信,,
222.181.216.0,222.181.227.255,中国,重庆市,,电信,,
222.181.228.0,222.181.239.255,中国,重庆市,,电信,,
222.181.240.0,222.181.247.255,中国,重庆市,,电信,,
222.181.248.0,222.181.255.255,中国,重庆市,,电信,,
222.182.0.0,222.182.31.255,中国,重庆市,,电信,,
222.182.32.0,222.182.63.255,中国,重庆市,,电信,,
222.182.64.0,222.182.71.255,中国,重庆市,,电信,,
222.182.72.0,222.182.79.255,中国,重庆市,,电信,,
222.182.80.0,222.182.95.255,中国,重庆市,,电信,,
222.182.96.0,222.182.127.255,中国,重庆市,,电信,,
222.182.128.0,222.182.139.255,中国,重庆市,,电信,,
222.182.140.0,222.182.159.255,中国,重庆市,,电信,,
222.182.160.0,222.182.167.255,中国,重庆市,,电信,,
222.182.168.0,222.182.183.255,中国,重庆市,,电信,,
222.182.184.0,222.182.207.255,中国,重庆市,,电信,,
222.182.208.0,222.182.215.255,中国,重庆市,,电信,,
222.182.216.0,222.182.223.255,中国,重庆市,,电信,,
222.182.224.0,222.182.231.255,中国,重庆市,,电信,,
222.182.232.0,222.182.239.255,中国,重庆市,,电信,,
222.182.240.0,222.182.249.255,中国,重庆市,,电信,,
222.182.250.0,222.182.255.255,中国,重庆市,,电信,,
222.183.0.0,222.183.15.255,中国,重庆市,,电信,,
222.183.16.0,222.183.39.255,中国,重庆市,,电信,,
222.183.40.0,222.183.63.255,中国,重庆市,,电信,,
222.183.64.0,222.183.67.255,中国,重庆市,,电信,,
222.183.68.0,222.183.79.255,中国,重庆市,,电信,,
222.183.80.0,222.183.91.255,中国,重庆市,,电信,,
222.183.92.0,222.183.111.255,中国,重庆市,,电信,,
222.183.112.0,222.183.135.255,中国,重庆市,,电信,,
222.183.136.0,222.183.151.255,中国,重庆市,,电信,,
222.183.152.0,222.183.175.255,中国,重庆市,,电信,,
222.183.176.0,222.183.191.255,中国,重庆市,,电信,,
222.183.192.0,222.183.223.255,中国,重庆市,,电信,,
222.183.224.0,222.183.255.255,中国,重庆市,,电信,,
222.184.0.0,222.184.127.255,中国,江苏省,淮安市,电信,,
222.184.128.0,222.184.255.255,中国,江苏省,南通市,电信,,
222.185.0.0,222.185.230.63,中国,江苏省,常州市,电信,,
222.185.230.64,222.185.230.67,中国,江苏省,常州市,双明网吧,,
222.185.230.68,222.185.234.127,中国,江苏省,常州市,电信,,
222.185.234.128,222.185.234.143,中国,江苏省,常州市,武进教育信息网,,
222.185.234.144,222.185.234.231,中国,江苏省,常州市,电信,,
222.185.234.232,222.185.234.239,中国,江苏省,常州市,索易特纺织有限公司,,
222.185.234.240,222.185.247.51,中国,江苏省,常州市,电信,,
222.185.247.52,222.185.247.55,中国,江苏省,常州市,新北区龙虎塘猫头鹰网吧,,
222.185.247.56,222.185.255.255,中国,江苏省,常州市,电信,,
222.186.0.0,222.186.79.255,中国,江苏省,镇江市,电信,,
222.186.80.0,222.186.80.127,中国,江苏省,扬中市,新天下网络会所,,
222.186.80.128,222.186.81.255,中国,江苏省,镇江市,电信,,
222.186.82.0,222.186.82.255,中国,江苏省,镇江市,江苏农林职业技术学院,,
222.186.83.0,222.186.112.255,中国,江苏省,镇江市,电信,,
222.186.113.0,222.186.113.255,中国,江苏省,镇江市,爱好者网吧,,
222.186.114.0,222.186.123.31,中国,江苏省,镇江市,电信,,
222.186.123.32,222.186.123.63,中国,江苏省,镇江市,江苏大学,,
222.186.123.64,222.186.124.255,中国,江苏省,镇江市,电信,,
222.186.125.0,222.186.125.127,中国,江苏省,镇江市,电信实业有限责任公司,,
222.186.125.128,222.186.125.135,中国,江苏省,镇江市,TCL电器销售有限公司,,
222.186.125.136,222.186.125.143,中国,江苏省,镇江市,同立橡胶有限公司,,
222.186.125.144,222.186.125.159,中国,江苏省,镇江市,碧榆园大酒店,,
222.186.125.160,222.186.125.175,中国,江苏省,镇江市,电信,,
222.186.125.176,222.186.125.183,中国,江苏省,镇江市,佳峰儿童用品有限公司,,
222.186.125.184,222.186.125.191,中国,江苏省,镇江市,博物馆,,
222.186.125.192,222.186.125.255,中国,江苏省,镇江市,中山西路虚拟人生网吧,,
222.186.126.0,222.186.255.255,中国,江苏省,镇江市,电信,,
222.187.0.0,222.187.115.47,中国,江苏省,徐州市,电信,,
222.187.115.48,222.187.115.55,中国,江苏省,徐州市,第三中学,,
222.187.115.56,222.187.115.211,中国,江苏省,徐州市,电信,,
222.187.115.212,222.187.115.215,中国,江苏省,徐州市,大中心网吧,,
222.187.115.216,222.187.123.255,中国,江苏省,徐州市,电信,,
222.187.124.0,222.187.124.15,中国,江苏省,徐州市,中国矿业大学,,
222.187.124.16,222.187.125.7,中国,江苏省,徐州市,电信,,
222.187.125.8,222.187.125.11,中国,江苏省,徐州市,铜山县甲壳虫网吧,,
222.187.125.12,222.187.125.35,中国,江苏省,徐州市,电信,,
222.187.125.36,222.187.125.39,中国,江苏省,徐州市,铜山县雷鸣网吧,,
222.187.125.40,222.187.125.51,中国,江苏省,徐州市,电信,,
222.187.125.52,222.187.125.55,中国,江苏省,徐州市,铜山县相逢网吧,,
222.187.125.56,222.187.215.255,中国,江苏省,徐州市,电信,,
222.187.216.0,222.187.223.255,中国,江苏省,,电信,,
222.187.224.0,222.187.255.255,中国,江苏省,宿迁市,电信,,
222.188.0.0,222.188.127.255,中国,江苏省,盐城市,电信,,
222.188.128.0,222.188.255.255,中国,江苏省,常州市,电信,,
222.189.0.0,222.189.127.255,中国,江苏省,连云港市,电信,,
222.189.128.0,222.189.255.255,中国,江苏省,扬州市,电信,,
222.190.0.0,222.190.124.207,中国,江苏省,南京市,电信,,
222.190.124.208,222.190.124.223,中国,江苏省,南京市,中国传媒大学,,
222.190.124.224,222.190.127.255,中国,江苏省,南京市,电信,,
222.190.128.0,222.190.151.255,中国,江苏省,,电信,,
222.190.152.0,222.190.255.255,中国,江苏省,泰州市,电信,,
222.191.0.0,222.191.248.87,中国,江苏省,无锡市,电信,,
222.191.248.88,222.191.248.95,中国,江苏省,无锡市,晨云网吧,,
222.191.248.96,222.191.249.55,中国,江苏省,无锡市,电信,,
222.191.249.56,222.191.249.63,中国,江苏省,无锡市,超时网吧,,
222.191.249.64,222.191.249.71,中国,江苏省,无锡市,乐趣网吧,,
222.191.249.72,222.191.255.255,中国,江苏省,无锡市,电信,,
222.192.0.0,222.192.15.255,中国,江苏省,南京市,南京师范大学,,
222.192.16.0,222.192.31.255,中国,江苏省,苏州市,苏州大学独墅湖校区,,
222.192.32.0,222.192.63.255,中国,江苏省,南通市,南通师范大学,,
222.192.64.0,222.192.127.255,中国,江苏省,南京市,南京航空航天大学,,
222.192.128.0,222.192.143.255,中国,江苏省,南京市,工程学院,,
222.192.144.0,222.192.159.255,中国,江苏省,苏州市,职业技术学院,,
222.192.160.0,222.192.175.255,中国,江苏省,徐州市,建筑职业技术学院,,
222.192.176.0,222.192.179.255,中国,江苏省,南京市,特殊教育职业技术学院,,
222.192.180.0,222.192.183.255,中国,江苏省,苏州市,卫生职业技术学院,,
222.192.184.0,222.192.191.255,中国,江苏省,,教育网南京节点,,
222.192.192.0,222.192.223.255,中国,江苏省,扬州市,扬州大学,,
